Site,Date,Temp,pH,EC,DO,BOD,COD,SS,TN,TP,TOC,Q
금본C1,2018.03.29,10.7,7.8,129,10.9,1,3.7,1.9,2.188,0.011,2,9.186
금본D,2018.03.29,13,7.3,147,10.7,1.1,3.8,3,2.142,0.011,2.3,21.929
금본E,2018.03.29,13.3,7.4,148,11.3,1.1,3.5,2.2,2.464,0.011,2.2,50.997
금본F1,2018.03.29,10.7,7.6,105,11.7,1,2.9,0.9,3.607,0.012,1.5,0.411
금본F2,2018.03.29,11.2,8,320,11.4,1.1,4.1,2.5,3.383,0.017,2.3,0.694
보청A,2018.03.29,11.8,7.7,270,11.5,1.2,3.5,3.4,2.853,0.015,2.2,4.227
초강A,2018.03.29,13.6,7.3,155,10.9,1.1,4,1.6,2.741,0.011,2.3,8.44
초강A1,2018.03.29,10.2,8.2,137,14.1,1.5,4.1,1.4,2.891,0.008,2.5,0.85
금본A,2018.04.03,14.2,7.8,194,11.3,1.8,4,4.8,3.594,0.034,3.3,3.243
금본B,2018.04.03,9.5,7.4,137,12.8,0.7,3,0.9,1.613,0.003,2.4,9.025
금본B1,2018.04.03,11.6,7.5,132,12.8,1,3.7,2.4,2.297,0.014,2.7,1.194
금본B2,2018.04.03,14.3,7.5,118,11.1,0.8,3.3,2.6,2.838,0.014,2.2,0.728
금본C,2018.04.03,14.8,7.5,144,10.9,1.4,3.7,2.7,1.897,0.009,2.9,8.848
금본C1,2018.04.03,14.2,7.8,135,11.5,1.4,3.8,2.8,2.27,0.028,2.6,6.275
금본D,2018.04.03,15.9,7.4,153,10.1,1.4,3.9,3.3,1.974,0.008,2.8,15.715
금본E,2018.04.03,17.1,7.4,166,10.4,1.2,3.7,3.1,2.179,0.026,3,36.336
금본F1,2018.04.03,14.9,7.6,113,11,0.7,3.1,0.8,2.939,0.013,2,0.334
금본F2,2018.04.03,14.8,7.8,316,13.3,1.5,4.9,5.3,2.606,0.027,3.4,0.329
보청A,2018.04.03,14.9,7.7,290,10.9,1.5,3.7,4.7,2.614,0.03,2.8,3.314
초강A,2018.04.03,17,7.4,166,10.6,1.2,3.7,2,2.42,0.025,2.8,4.778
초강A1,2018.04.03,13.7,7.7,152,12.9,0.9,4.1,2.6,2.92,0.012,2.8,0.359
금본F,2018.04.04,4.5,7.7,176,13.4,0.6,3.9,1.6,1.352,0.006,2.9,10.558
금본A,2018.04.09,8.9,7.2,154,12.2,1.1,3.5,3.5,3.787,0.04,2.1,10.591
금본B,2018.04.09,8.9,7.3,136,13.4,0.9,3.1,1.1,1.808,0.01,2.4,9.964
금본B1,2018.04.09,7.4,6.6,106,13,0.9,3,1.3,2.607,0.015,1.8,3.616
금본B2,2018.04.09,9.6,7.6,101,12.9,1.1,3.1,1.9,3.349,0.012,1.7,4.057
금본C,2018.04.09,8.7,7.7,128,12.5,1.1,3.1,2.5,2.479,0.015,2.6,27.452
금본C1,2018.04.09,8.2,7.5,115,12.9,1.2,3.7,0.9,2.575,0.015,2,17.066
금본D,2018.04.09,9.3,7.5,125,12.2,1,3.3,2.5,2.823,0.016,2.3,50.06
금본E,2018.04.09,11.4,7.5,132,11.6,1,3.7,3.7,3.041,0.022,3.4,98.434
금본F1,2018.04.09,12.1,7.3,100,13.4,0.6,3.3,1,3.604,0.018,1.7,0.837
금본F2,2018.04.09,10.1,7.6,298,13,0.8,3.7,1.9,3.846,0.026,1.9,1.382
보청A,2018.04.09,10.1,7.8,179,12.1,0.8,3.2,3.1,2.711,0.023,2.5,15.507
초강A,2018.04.09,10.8,7.1,129,12.3,1,3.5,1.7,3.011,0.021,2.5,15.723
초강A1,2018.04.09,11.4,7.4,125,12.4,1,4.3,1.3,3.195,0.016,2.6,1.688
금본F,2018.04.10,4.8,7.2,176,12.9,0.5,3.8,0.6,1.419,0.009,2.6,11.605
금본F,2018.04.16,4.9,7.2,177,13.1,0.5,3.5,1.1,1.377,0.01,2.8,24.54
금본A,2018.04.19,12.8,7.8,172,12.6,1.2,3.4,3.5,3.711,0.045,2.1,5.028
금본B,2018.04.19,10.1,7.5,136,12.8,0.8,2.9,0.6,1.703,0.011,2,9.064
금본B1,2018.04.19,10.8,7.7,136,13.5,0.8,3.3,2,2.518,0.014,1.6,1.252
금본B2,2018.04.19,11.8,7.5,109,11.9,0.8,3.1,1.8,2.687,0.01,1.4,1.557
금본C,2018.04.19,13.7,7.4,136,11.4,1.2,3.3,2.5,1.902,0.017,2.2,8.848
금본C1,2018.04.19,13.3,7.4,137,12,1.1,3.8,2.1,2.208,0.022,1.9,6.865
금본D,2018.04.19,14.8,6.6,147,11,1.1,3.5,2.6,2.144,0.019,2,19.901
금본E,2018.04.19,16,6.8,156,11.3,1.1,3.7,2.5,2.412,0.021,2.2,42.814
금본F1,2018.04.19,13.6,7.6,95,11,0.6,3,0.8,2.694,0.012,1.5,0.515
금본F2,2018.04.19,11.6,7.9,312,12.6,1.1,4.1,1.8,2.751,0.019,2.1,0.67
보청A,2018.04.19,13.2,7.3,234,9.6,1.2,3.5,5.3,2.614,0.028,2.7,6.814
초강A,2018.04.19,15.9,7.3,155,10.7,1.2,4,3.2,2.348,0.022,2.5,6.281
초강A1,2018.04.19,13.1,7.4,139,12.7,0.7,3.8,1.5,2.527,0.012,2.2,0.586
금본A,2018.04.24,10.7,7.1,139,10.7,5.9,9.2,43.5,4.485,0.29,6.6,34.839
금본B,2018.04.24,8.7,7.4,130,14.3,0.7,3.4,0.9,1.977,0.023,2.2,11.326
금본B1,2018.04.24,9.4,7,79,11.6,1.6,6,21.4,2.293,0.042,3.6,9.972
금본B2,2018.04.24,11.6,7.5,98,11.7,0.7,4.2,2.5,2.93,0.027,1.9,2.543
금본C,2018.04.24,11,7.2,141,11.2,1.2,4.1,3.1,2.156,0.029,2.5,21.138
금본C1,2018.04.24,11.1,7.3,140,11.2,1.5,5.2,8.8,2.609,0.041,2.6,23.999
금본D,2018.04.24,13.4,6.9,149,10.1,2,4.9,10.4,2.504,0.08,3,32.247
금본E,2018.04.24,14.2,6.8,163,10,1.2,3.9,4.1,2.475,0.036,2.5,65.198
금본F1,2018.04.24,11.4,7.6,72,13.1,0.7,4.9,2.4,2.311,0.035,2.5,1.654
금본F2,2018.04.24,10.3,7.6,241,12.6,1.3,4.4,3.7,2.79,0.046,2.7,1.128
보청A,2018.04.24,10.6,7,196,11,4.3,6.7,19,3.509,0.181,5.8,25.429
초강A,2018.04.24,12.9,7,166,10.9,1.7,5.1,14.5,2.633,0.056,3.4,27.599
초강A1,2018.04.24,10.4,7.2,117,11.7,1.2,9.2,5.2,2.489,0.04,3.8,3.346
금본F,2018.04.25,5.4,7.1,177,9.8,0.7,3.4,1.2,1.255,0.014,2.5,80.963
금본F,2018.05.02,5.6,7.1,178,12.9,0.6,3.6,0.8,2.943,0.024,2.8,16.82
금본A,2018.05.04,12.1,7.5,185,12,1.2,4,4.7,3.623,0.075,2.4,4.932
금본B,2018.05.04,11.8,7.4,138,11.8,0.8,3.4,0.8,1.348,0.014,2.1,10.277
금본B1,2018.05.04,11.3,7.3,137,12.8,0.7,3.8,3.2,2.059,0.026,2,1.278
금본B2,2018.05.04,12.2,7.4,115,12,0.5,3.3,1.6,2.003,0.016,1.4,2.136
금본C,2018.05.04,12.7,7.4,134,11.5,1.1,3.8,2.6,1.375,0.02,2.3,10.901
금본C1,2018.05.04,12.8,7.2,136,12.1,0.9,3.8,1.7,1.646,0.027,1.9,7.013
금본D,2018.05.04,15.4,6.6,148,10.5,1.1,3.7,3.2,1.558,0.023,2.7,21.731
금본E,2018.05.04,16.4,6.9,153,10.7,1.2,4.7,4.4,1.875,0.031,3,49.787
금본F1,2018.05.04,14,7.4,84,11.3,0.5,3.6,0.8,1.65,0.017,1.6,0.447
금본F2,2018.05.04,13.4,7.7,287,12.5,1.2,4.2,2.7,1.9,0.044,2.8,0.482
보청A,2018.05.04,13.4,7.7,236,13.7,1,3.9,5.8,2.608,0.041,2.8,6.122
초강A,2018.05.04,15,7.2,151,10.8,1.4,5.7,5.8,2.238,0.045,3.9,9.25
초강A1,2018.05.04,12.1,7.4,126,12,0.6,4.5,1.2,2.205,0.019,2.6,1.104
금본F,2018.05.08,6.1,7.4,179,11.7,0.8,3.9,1.2,1.312,0.032,2.4,73.167
금본A,2018.05.10,15,7.5,161,11.4,1,4.3,9.3,4.127,0.087,3.4,8.15
